âºì`ï[î‘çÜ,ÉwÉbÉ_î≠íçãÊï™,ÉvÉçÉWÉFÉNÉgî‘çÜ,éÛíçî‘çÜ,éÛíççsî‘çÜ,éñã∆èäÉRÅ[Éh,î≠íçì˙,ÉwÉbÉ_ì¸â◊ó\íËì˙,ÉwÉbÉ_édì¸ó\íËì˙,ÉwÉbÉ_édì¸êÊî[ïiì˙,íSìñé“ÉRÅ[Éh,édì¸êÊÉRÅ[Éh,édì¸êÊê≥éÆñº,édì¸êÊñº,édì¸êÊóXï÷î‘çÜ1,édì¸êÊóXï÷î‘çÜ2,édì¸êÊèZèä1,édì¸êÊèZèä2,édì¸êÊèZèä3,édì¸êÊèZèä4,édì¸êÊèZèä5,édì¸êÊìdòbî‘çÜ1,édì¸êÊìdòbî‘çÜ2,édì¸êÊìdòbî‘çÜ3,édì¸êÊFAXî‘çÜ1,édì¸êÊFAXî‘çÜ2,édì¸êÊFAXî‘çÜ3,édì¸êÊìdòbî‘çÜ,édì¸êÊFAXî‘çÜ,édì¸êÊíSìñïîèêñº,édì¸êÊíSìñé“ñêE,édì¸êÊíSìñé“ñº,éxï•êÊÉRÅ[Éh,éxï•êÊê≥éÆñº,éxï•êÊñº,éxï•êÊóXï÷î‘çÜ1,éxï•êÊóXï÷î‘çÜ2,éxï•êÊèZèä1,éxï•êÊèZèä2,éxï•êÊèZèä3,éxï•êÊèZèä4,éxï•êÊèZèä5,éxï•êÊìdòbî‘çÜ1,éxï•êÊìdòbî‘çÜ2,éxï•êÊìdòbî‘çÜ3,éxï•êÊFAXî‘çÜ1,éxï•êÊFAXî‘çÜ2,éxï•êÊFAXî‘çÜ3,éxï•êÊìdòbî‘çÜ,éxï•êÊFAXî‘çÜ,éxï•êÊíSìñïîèêñº,éxï•êÊíSìñé“ñêE,éxï•êÊíSìñé“ñº,éxï•í†í[ãÊï™,éxï•ó\íËì˙,éxï•ï˚ñ@ÉRÅ[Éh,ìæà”êÊÉRÅ[Éh,ìæà”êÊê≥éÆñº,ìæà”êÊñº,ìæà”êÊóXï÷î‘çÜ1,ìæà”êÊóXï÷î‘çÜ2,ìæà”êÊèZèä1,ìæà”êÊèZèä2,ìæà”êÊìdòbî‘çÜ1,ìæà”êÊìdòbî‘çÜ2,ìæà”êÊìdòbî‘çÜ3,ìæà”êÊFAXî‘çÜ1,ìæà”êÊFAXî‘çÜ2,ìæà”êÊFAXî‘çÜ3,ìæà”êÊíSìñïîèêñº,ìæà”êÊíSìñé“ñêE,ìæà”êÊíSìñé“ñº,é{ê›ÉRÅ[Éh,é{ê›ê≥éÆñº,é{ê›ñº,é{ê›óXï÷î‘çÜ1,é{ê›óXï÷î‘çÜ2,é{ê›èZèä1,é{ê›èZèä2,é{ê›ìdòbî‘çÜ1,é{ê›ìdòbî‘çÜ2,é{ê›ìdòbî‘çÜ3,é{ê›FAXî‘çÜ1,é{ê›FAXî‘çÜ2,é{ê›FAXî‘çÜ3,é{ê›íSìñïîèêñº,é{ê›íSìñé“ñêE,é{ê›íSìñé“ñº,êfó√â»ÉRÅ[Éh,êfó√â»ê≥éÆñº,êfó√â»ñº,êfó√â»óXï÷î‘çÜ1,êfó√â»óXï÷î‘çÜ2,êfó√â»èZèä1,êfó√â»èZèä2,êfó√â»ìdòbî‘çÜ1,êfó√â»ìdòbî‘çÜ2,êfó√â»ìdòbî‘çÜ3,êfó√â»FAXî‘çÜ1,êfó√â»FAXî‘çÜ2,êfó√â»FAXî‘çÜ3,êfó√â»íSìñïîèêñº,êfó√â»íSìñé“ñêE,êfó√â»íSìñé“ñº,î[ì¸êÊÉRÅ[Éh,î[ì¸êÊê≥éÆñº,î[ì¸êÊñº,î[ì¸êÊóXï÷î‘çÜ1,î[ì¸êÊóXï÷î‘çÜ2,î[ì¸êÊèZèä1,î[ì¸êÊèZèä2,î[ì¸êÊèZèä3,î[ì¸êÊèZèä4,î[ì¸êÊèZèä5,î[ì¸êÊìdòbî‘çÜ1,î[ì¸êÊìdòbî‘çÜ2,î[ì¸êÊìdòbî‘çÜ3,î[ì¸êÊFAXî‘çÜ1,î[ì¸êÊFAXî‘çÜ2,î[ì¸êÊFAXî‘çÜ3,î[ì¸êÊìdòbî‘çÜ,î[ì¸êÊFAXî‘çÜ,î[ì¸êÊíSìñïîèêñº,î[ì¸êÊíSìñé“ñêE,î[ì¸êÊíSìñé“ñº,ÉwÉbÉ_ëqå…ÉRÅ[Éh,ÉwÉbÉ_â¡çHêÊÉRÅ[Éh,ÉwÉbÉ_édì¸êÊíçï∂î‘çÜ,àƒåèî‘çÜ,îzëóã∆é“ÉRÅ[Éh,ì`ï[ìEóv,çHéñèÍèä1,çHéñèÍèä2,çHä˙äJénì˙,çHä˙èIóπì˙,ìWé¶âÔÉRÅ[Éh,édì¸ÉåÅ[Ég,î≠íçèëìEóv,ëDêœä˙å¿,ëDêœì˙,èoç`ì˙,ì¸ç`ì˙,èoç`ó\íËì˙,ì¸ç`ó\íËì˙,å_ñÒî‘çÜ,éËå`êUèoì˙,ñfà’èåèÉRÅ[Éh,ñfà’åàçœèåèÉRÅ[Éh,ñfà’åàçœèåèñº,óAëóï˚ñ@ãÊï™,êœèoç`ÉRÅ[Éh,êœèoç`ñº,åoóRç`ÉRÅ[Éh,åoóRç`ñº,â◊ógç`ÉRÅ[Éh,â◊ógç`ñº,â◊éÛín,â◊ìnín,ëDï†ó\ñÒî‘çÜ,ëDÉRÅ[Éh,ëDñº,ëDâÔé–ÉRÅ[Éh,ëDâÔé–ñº,ëDâÔé–ê≥éÆñº,ëDâÔé–óXï÷î‘çÜ1,ëDâÔé–óXï÷î‘çÜ2,ëDâÔé–èZèä1,ëDâÔé–èZèä2,ëDâÔé–èZèä3,ëDâÔé–èZèä4,ëDâÔé–èZèä5,ëDâÔé–ìdòbî‘çÜ,ëDâÔé–FAXî‘çÜ,éñëOóAëóã∆é“,óAì¸êÊçëÉRÅ[Éh,BLDATE,í ä÷ì˙,äCè„ï€åØïtï€ì˙,ñfà’ï€åØïtï€ì˙,ã‚çséùçûì˙,î[ì¸êÊçëÉRÅ[Éh,í ä÷ã∆é“ÉRÅ[Éh,à◊ë÷ó\ñÒì‡óe,ÉRÉÅÉìÉg01,ÉRÉÅÉìÉg02,ÉRÉÅÉìÉg03,ÉRÉÅÉìÉg04,ÉRÉÅÉìÉg05,ÉRÉÅÉìÉg06,ÉRÉÅÉìÉg07,ÉRÉÅÉìÉg08,ÉRÉÅÉìÉg09,ÉRÉÅÉìÉg10,ñæç◊çsî‘çÜ,ñæç◊î≠íçãÊï™,ç¬ñ±â»ñ⁄ãÊï™,ñæç◊ëqå…ÉRÅ[Éh,ñæç◊â¡çHêÊÉRÅ[Éh,è§ïiÉRÅ[Éh,è§ïiñº,ãKäi,è§ïiÉâÉìÉN,è¡îÔê≈ì‡äOãÊï™,ê≈ó¶ãÊï™,ñæç◊â◊épíPà ÉRÅ[Éh,ñæç◊ì¸êî,ñæç◊â◊êî,ñæç◊ÉoÉâêî,ñæç◊êîó ,ñæç◊íPâøíPà ãÊï™,ñæç◊íPâøêîó ,ñæç◊íPâøêîó íPà ÉRÅ[Éh,â◊épíPâøÉtÉâÉO,î≠íçä|ó¶,âºíPâøãÊï™,édì¸íPâø,édì¸ã‡äz,édì¸è¡îÔê≈äz,îÑâøíPâø,ñæç◊édì¸êÊíçï∂î‘çÜ,ñæç◊ì¸â◊ó\íËì˙,ñæç◊édì¸ó\íËì˙,ñæç◊édì¸êÊî[ïiì˙,ñæç◊ìEóv,ämï€íSìñé“ÉRÅ[Éh,ï™êÕ1ÉRÅ[Éh,ï™êÕ2ÉRÅ[Éh,ï™êÕ3ÉRÅ[Éh,ï™êÕ4ÉRÅ[Éh,ï™êÕ5ÉRÅ[Éh,ì‡ñÛçsî‘çÜ,ÉçÉbÉgî‘çÜ,óLå¯ä˙å¿,ì‡ñÛâ◊épíPà ÉRÅ[Éh,ì‡ñÛì¸êî,ì‡ñÛâ◊êî,ì‡ñÛÉoÉâêî,ì‡ñÛêîó 
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,1,3100,A10000,,CH271   0001513,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012573,,,,,,,43,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,1,3100,A10000,,CH271   0000918,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012573,,,,,,,44,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,1,3100,A10000,,CH271   0001051,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012581,,,,,,,45,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1,3100,A10000,,CH1072  0000092,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012585,,,,,,,46,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,1,3100,A10000,,CH271   0001302,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012588,,,,,,,47,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,1,3100,A10000,,CH271   0001538,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012588,,,,,,,48,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,1,3100,A10000,,CH271   0000873,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012588,,,,,,,49,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,3100,A10000,,CH271   0001303,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012596,,,,,,,50,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,1,3100,A10000,,CH271   0001302,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012596,,,,,,,51,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1,3100,A10000,,CH271   0000873,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012596,,,,,,,52,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,1,3100,A10000,,CH271   0001600,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012598,,,,,,,53,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,1,3100,A10000,,CH271   0001601,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012598,,,,,,,54,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,1,3100,A10000,,CH271   0000923,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012598,,,,,,,55,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,1,3100,A10000,,CH951   0000006,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012602,,,,,,,56,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,1,3100,A10000,,CH951   0000007,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012602,,,,,,,57,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,1,3100,A10000,,CH951   0000008,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012602,,,,,,,58,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,1,3100,A10000,,CH232   0001834,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012603,,,,,,,59,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,3100,A10000,,CH232   0001835,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012603,,,,,,,60,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1,3100,A10000,,CH232   0001428,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012603,,,,,,,61,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,1,3100,A10000,,LH03    0000018,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012604,,,,,,,62,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,1,3100,A10000,,LH03    0000019,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012604,,,,,,,63,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,1,3100,A10000,,CH271   0001415,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012605,,,,,,,64,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,1,3100,A10000,,CH271   0001417,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012605,,,,,,,65,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,1,3100,A10000,,CH271   0000877,,,,,0,,,,,2,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012605,,,,,,,66,,,,,,,2
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,1,3100,A10000,,CH271   0001290,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012605,,,,,,,67,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,1,3100,A10000,,KY001   0000022,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012606,,,,,,,68,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1,3100,A10000,,LH03    0000156,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012607,,,,,,,69,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,3100,A10000,,LH03    0000171,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012607,,,,,,,70,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,1,3100,A10000,,TF943B  0000108,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012611,,,,,,,71,,,,,,,1
H207703-2,1,,,,100,2020/08/18,2020/09/26,2020/09/26,,B061,190001,,,,,,,,,,,,,,,,,,,,,190002,,,,,,,,,,,,,,,,,,,,,1,2020/12/31,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,1,3100,A10000,,TF943B  0000109,,,,,0,,,,,1,,,,,,0,0,,,,,2020/09/26,2020/09/26,2020/09/26,JUC000012611,,,,,,,72,,,,,,,1
